evjeesm/hashset	DIVERGE	895	518	ch=1063
endlessm/basin	DIVERGE	1102	561	ch=1287
FinchBerryOS/fbyo-coreutils	DIVERGE	30365	654	ch=30427
ecairn/sphinx-official	DIVERGE	756	523	ch=1001
edf-hpc/pkg-nsca-ng	DIVERGE	835	523	ch=1018
electimon/bmp	DIVERGE	1060	522	ch=1236
ebosnjak/libpng-1.5.4-vuln	DIVERGE	1375	916	ch=1745
e-desouza/gzip-1.11	DIVERGE	2475	794	ch=2755
endlessm/flatpak-builder	DIVERGE	2973	888	ch=3471
eamonnmoloney/thrift-0.6.1	DIVERGE	783	528	ch=1075
FinchBerryOS/fbyo-utils	DIVERGE	19659	4792	ch=23469
ecliptchain/eclipt-source	DIVERGE	1384	704	ch=1614
dvab-sarma/android_external_alsa-lib	DIVERGE	870	542	ch=1040
dreal-deps/libunwind	DIVERGE	1008	595	ch=1263
dreamlegacy/libusbtuner	DIVERGE	844	518	ch=1022
dorchard/flrc-lib	DIVERGE	866	509	ch=1039
dudochkin-victor/sqlheavy	DIVERGE	934	521	ch=1113
Distrotech/Thunar	DIVERGE	1149	555	ch=1342
drakkar-lig/ipv6-care	DIVERGE	903	523	ch=1080
DocQMiner/tesseract-4.0.0-beta.1	DIVERGE	943	546	ch=1109
dreal-deps/gsl	DIVERGE	1565	837	ch=2012
Distrotech/onig	DIVERGE	1238	800	ch=1668
Distrotech/squid	DIVERGE	1018	549	ch=1213
Distrotech/libdvdcss	DIVERGE	1069	633	ch=1342
Distrotech/libaccounts-glib	DIVERGE	970	536	ch=1166
Distrotech/libspectre	DIVERGE	997	612	ch=1127
Distrotech/libcddb	DIVERGE	691	512	ch=943
Distrotech/popt	DIVERGE	1061	830	ch=1507
DIKU-EDU/yams	DIVERGE	643	537	ch=940
dkrotx/htmarkup	DIVERGE	878	529	ch=1045
DistributedSpectrum/libcurl	DIVERGE	1912	766	ch=2078
DipodGC/iperf2	DIVERGE	1220	685	ch=1567
dhuseby/liblynx	DIVERGE	635	517	ch=902
dfangboy/opus	DIVERGE	2555	930	ch=3051
Distrotech/gnome-mines	DIVERGE	785	520	ch=967
deepin-community/xfconf	DIVERGE	928	532	ch=1108
deepin-community/xfce4-appfinder	DIVERGE	922	538	ch=1094
deepin-community/xdg-desktop-portal-gtk	DIVERGE	2380	705	ch=2605
Distrotech/evolution	DIVERGE	1141	521	ch=1342
def-/sxc	DIVERGE	934	512	ch=1104
deepin-community/vala	DIVERGE	1044	595	ch=1199
deepin-community/vde2	DIVERGE	856	572	ch=1026
didier13150/geomorph	DIVERGE	971	580	ch=1203
deepin-community/tslib	DIVERGE	909	510	ch=1085
Distrotech/radius	DIVERGE	1751	553	ch=1902
delphix/grub2	DIVERGE	13848	1109	ch=14247
FOSSEE/scilab_for_xcos_on_cloud	DIVERGE	2549	1080	ch=2891
coapp-packages/libunistring	DIVERGE	1288	522	ch=1530
